id,text,simplify,score
23zpxZzNL-Q_3-5-rgb_front,"The Hulk's hair is more crazy, going in a million different directions.",The Hulk's hair is crazy. It goes in a million different ways.,tensor([[0.9139]])
2p_XEJ6uL5U_12-5-rgb_front,"First of all, you have to dial the international access code, which is 011again.","First of all, you should call the international access code, 011 again.",tensor([[0.7826]])
1dJbYUmWpSY_3-8-rgb_front,And doing this could be a little harder in smaller vehicle but it still could be done.,And doing this might be a little harder in smaller car but it can still be done.,tensor([[0.9517]])
1oASaT1qCwc_3-3-rgb_front,then we can start stir frying them again you know the beef should be cooked relatively quickly so don't hesitate.,then we can begin stir frying them again you know the beef should be cooked pretty fast so don't hesitate.,tensor([[0.9960]])
alF9DejhzXM_1-8-rgb_front,We are going to use the theraband to mimic the straps on the reformer.,We will use the theraband to look like the straps on the reformer.,tensor([[0.9656]])
1fZfM65z0zk_1-8-rgb_front,This is called either a foundation or concealer brush and it's a smooth palette and the bristles are very close.,This is called either a foundation or concealer brush. It's a very smooth brush and the bristles are very close.,tensor([[0.9429]])
bVR-LN22vWk_14-8-rgb_front,So I don't need to spend time and energy finding a place to put them in this apartment.,So I don't have to spend time and money finding a place to put them.,tensor([[0.8621]])
Du41T4cbdds_8-5-rgb_front,"There's different kinds, you can go from Dot one, on up to Dot five or six.",There are different types. You can go from one dot to five or six.,tensor([[0.8732]])
CftMKqnnFy4_4-5-rgb_front,Here is an example of a very simple income statement.,Here is a very simple income statement example.,tensor([[0.9318]])
0sal9F4RXeY_7-8-rgb_front,"And I personally do not use knots because they can wear off, pull out.",And I don't use knots because they can wear off. You have to pull out.,tensor([[0.9483]])
dbSAB8F8GYc_6-9-rgb_front,You drop your toe in back right afterwards before you start your next wing.,You drop your toe in back right after that before you begin your next wing.,tensor([[0.9787]])
fxIoWLKHOuo_0-3-rgb_front,I'm going to do a white eyeliner inside her eye.,A white eyeliner will be used inside her eye.,tensor([[0.8176]])
-8L6L9fFWK8_1-8-rgb_front,In this segment we're going to talk about consecutive rolls.,"In this section, we will talk about consecutive rolls.",tensor([[0.9308]])
ezKICyY-HKY_19-2-rgb_front,"So if you were looking to roll it under, it will actually help your hair stay there.","So if you are going to roll it under, it will really help your hair stay there.",tensor([[0.9801]])
1g93sGtZViI_8-8-rgb_front,"One of my favorite ones is this Kodak film that I just rescued from the garbage can, not very expensive.","One of my favorite ones is this Kodak film. I just got it out of the garbage can, it's so cheap.",tensor([[0.9450]])
09pImpqIfaU_3-8-rgb_front,We're crocheting wire to make a Christmas bracelet.,We are making a Christmas bracelet with wire.,tensor([[0.9163]])
4BZVj8FDDvY_7-8-rgb_front,Another advantage of a small garden is there's not that many weeds.,Another good thing about a small garden is there are few weeds.,tensor([[0.9464]])
aty4pljzC1I_7-4-rgb_front,"However, if we got these three guys that are running a break, typically you want to use a bounce pass for this reason.","But if we have these three guys running a break, usually you want to use a bounce pass because of this.",tensor([[0.9670]])
-CZLAzGuTSk_1-8-rgb_front,So what we decided to do is take our product directly with our own trucks and get them to different parts of the state.,So what we decided to do is take our own trucks and take our product directly to different parts of the state.,tensor([[0.9779]])
eTtHXMC1Tco_1-5-rgb_front,"As an example, we'll start off using the belt that's here on my jacket.","For example, we're going to start with the belt here on my jacket.",tensor([[0.8699]])
cQwxm1k62WY_20-5-rgb_front,So try to plant your plants inside under a light and see how they do.,So try to put your plants under a light and see how they do.,tensor([[0.9291]])
-3sFcDBFxc8_3-5-rgb_front,And that speaks to the next point of wich area should you light first.,And that speaks to the following point of wich area should you light first.,tensor([[0.9867]])
13SBIjnC5qA_3-8-rgb_front,"Escher used it, this whole drawing is created with line.",Escher used it. The whole thing is made with line.,tensor([[0.8000]])
14fTPEpnW6s_9-8-rgb_front,"And I have a wide view of the clothing that I'm wearing, particularly pants.","And I have a wide view of what I am wearing, especially pants.",tensor([[0.9768]])
1RKltss46fg_20-5-rgb_front,You are going to want a high top to kind of catch that to help hold it.,You will need a high top to sort of catch that to help hold it.,tensor([[0.9405]])
E5cOv1SZCKg_4-3-rgb_front,Itâs important to raise the car high enough so the stand clear is easily.,Itâs important to raise the car high enough so it can be easily removed.,tensor([[0.7915]])
EYFKrcEtyy8_2-3-rgb_front,Next we would be putting on the saddle pad and the back pad.,Then we will put on the saddle pad and the back pad.,tensor([[0.9049]])
2FgG0QARPuc_4-8-rgb_front,"You see, most guys think they wanna, they should buy a drink right away.","You see, most people think they should buy a drink right away.",tensor([[0.6781]])
07U8pEf63Pw_12-5-rgb_front,You can take your hands up in prayer.,You can raise your hands in prayer.,tensor([[0.9216]])
1lSZAzOSNGs_12-8-rgb_front,"Sometimes it can be, sometimes it will pit a little bit, so that you have to remove some material to get it off.","Sometimes it can be, sometimes it will pit a little bit, so you have to take off a little bit of material.",tensor([[0.8871]])
0AhtD4UPpJQ_5-5-rgb_front,You want to clear that clutter.,You need to clear the clutter.,tensor([[0.9048]])
DOc7dEiPdQo_4-8-rgb_front,This greatly effects the gearing of the bicycle.,This greatly affects the bicycle's gearing.,tensor([[0.9878]])
1spCnuBmWYk_12-8-rgb_front,Be sure that all of the buckets are either up out of baby's reach or that your child is secured out away from the kitchen if you're cleaning.,Make sure that all the buckets are either up out of baby's reach or that your child is out of the kitchen when you are cleaning.,tensor([[0.9723]])
Dg2DjTVCGww_2-4-rgb_front,"O.k., so in order to get into the proper position we're going to do a transition with a cross body lead.","O.k., so to get into the right position we're going to do a cross body lead transition.",tensor([[0.9749]])
aI092VEhmRU_2-8-rgb_front,"Socket wrench, grease gun, and then clean fluid and filters are very important.","Socket wrench, grease gun, and then clean filter and fluid is essential.",tensor([[0.9744]])
2-cWDidthtI_1-8-rgb_front,And what happens is that those porous areas are the ones that we are utilizing to whiten our teeth.,And what happens is that these areas that are porous are the ones that we use to whiten our teeth.,tensor([[0.9817]])
1T7lJGCShG0_8-5-rgb_front,You don't want it to look to flat and matte.,You don't want it to look matte or flat.,tensor([[0.9608]])
bP8YvikdELg_8-5-rgb_front,"If you get a little dizzy, you can do a mambo instead.","If you feel dizzy, you can do a mambo instead.",tensor([[0.9822]])
1CsY0C0R2EI_1-5-rgb_front,The one thing you want to be aware of is just where the surf is breaking.,The most important thing to know is where the surf is breaking.,tensor([[0.9542]])
fCk8Md58LK4_5-4-rgb_front,"So, I am going to say let's plan my birthday party and Shannon's going to say yes or blah, blah, blah, blah and then I'm going to say yes or blah, blah, blah, blah back and forth until the scene kind of comes to an end.","So, I'm going to say let's plan my birthday party and Shannon's going to say yes or blah, blah, blah, blah and then I'm going to say yes or blah, blah, blah, blah and then we're going to go to the party.",tensor([[0.9321]])
EWV6xcewNVk_10-8-rgb_front,And as you can see I've already attached it to the base hair extension that I'm going to use.,"As you can see, I have already connected it to the hair extension that I will use.",tensor([[0.7995]])
aSfclJczBL4_7-8-rgb_front,"Pressure, pressure is where you load and unload the board.",The pressure is where the board is loaded and unload.,tensor([[0.8537]])
CiSoUHVR7UM_7-8-rgb_front,You can even go around the party or your Halloween gathering and bandage people up throughout the evening.,You can even go around your Halloween party or party and bandage people up during the evening.,tensor([[0.9829]])
06Yvm4X81WI_9-5-rgb_front,"Taking maybe upwards of five, six minutes to cut a decent hole.","It takes probably five, six minutes to cut a good hole.",tensor([[0.9555]])
cYTNoYFqyc0_3-8-rgb_front,"If you have a nice grip it allows you to come underneath the ball and open the face, under spin is the key to good squash.","If you have a good grip, you can come under the ball and open the face. Under spin is the key to good play.",tensor([[0.6791]])
0C6TSfqie_Y_3-8-rgb_front,"So, we would just want kind of start walking towards him and nudge him over towards the rail.","So, we would just kind of start walking toward him and push him over towards the wall.",tensor([[0.8395]])
3Aq_KJZR-2w_12-5-rgb_front,It might even take time to take a little triceps stretch right here.,You may even want to take a little triceps stretch here.,tensor([[0.8912]])
1wmA0tuWzRI_1-8-rgb_front,Pool tables come in three piece slate and one piece slate.,Pool tables come in one piece slate and three piece slate.,tensor([[0.9967]])
2iFx_uR3GBQ_2-1-rgb_front,"Well, he actually bounces on the ground first and then he kicks it far away to his teammates, towards the middle of the soccer field.","Well, he actually falls to the ground first and then he kicks it away from his team, into the middle of the field.",tensor([[0.7848]])
FStKSCmBx00_12-4-rgb_front,Now she wants to keep her hips square and keep this knee from flaring out so drawing the knee in.,Now she wants to keep her hips straight and keep this knee in so drawing the knee out.,tensor([[0.9463]])
chdVD0wH8HU_12-5-rgb_front,So typically outdoors what you want is just a roller hockey ball.,So usually outside what you need is just a roller hockey ball.,tensor([[0.9305]])
DBDddxX-CJA_12-8-rgb_front,There is a fine line between over bidding and under bidding and it's called the eleven bid.,There is a fine line between under bidding and over bidding. It is called the eleven bid.,tensor([[0.9500]])
5Pm9nRXM-L0_1-8-rgb_front,"I'm here today in Riverton, Utah, teaching you how to train a dog.","I'm here in Riverton, Utah, to teach you dog training.",tensor([[0.9072]])
c2KLK-rr89U_5-8-rgb_front,"Notice real quick the features, how we have the half circles with the rounded corner above.","Take a look at the features, how we have the half circles above the rounded corner.",tensor([[0.9548]])
FFwwrRhqSTE_1-5-rgb_front,When you get a stone you would receive in a box and it would also come with a nylon scraper.,When you get a stone you will get in a box and it will also include a nylon scraper.,tensor([[0.9780]])
-cv1gZaGtNk_10-5-rgb_front,"Generally, in beer making there's two stages that you'll take these readings.","In general, in beer making, there are two things you take into account.",tensor([[0.7239]])
1Rvc-TbUBJ0_0-5-rgb_front,"MARK BLOCKER: Okay, in this segment I'm going to cover installing the brake pads.","MARK BLOCKER: In this segment, I'm going to talk about the brake pads.",tensor([[0.8952]])
fH5XOSfcoIk_13-5-rgb_front,"Some people need jeans for working, maybe a carpenter jean or something like that as an example.","Some people need jeans to work, maybe a carpenter jean for example, for example.",tensor([[0.9561]])
fFk8oRYSMq0_10-5-rgb_front,Ask her what it is that makes her feel like the most important person in the world.,Ask her what makes her feel like she is the most important person in the world.,tensor([[0.9716]])
2oU9Ea0gGsA_7-8-rgb_front,"Now, again you have to be nice and loose and have that Frisbee touch every single part of your arm.","Now, you should be nice and loose and have that Frisbee touch every little thing on your arm.",tensor([[0.8872]])
1Ot-mwXOTuQ_3-8-rgb_front,You may or may not need the blanket.,You might or might not need a blanket.,tensor([[0.9059]])
-aIcS__ed0M_4-8-rgb_front,"I always wear gloves when I'm doing, when you're the one doing the spray tan.","I always wear gloves when I'm doing spray tan, when you're doing it.",tensor([[0.9743]])
079tjgCukM4_4-5-rgb_front,I mean but I have to let it go.,"I mean, I should let it go.",tensor([[0.8621]])
BiIXqhnUpO8_1-5-rgb_front,"If you bring cotton underwear in addition to it if it gets wet because of raining or whatever a, it's going to stay wet.","If you bring cotton underwear along with it if it gets wet because of rain or anything, it will stay wet.",tensor([[0.9595]])
14weIYQswlE_1-8-rgb_front,"We're on the third count of eight, counts one through four where we're going to hit the floor and then pop it.","We're on the third count of eight, we're going to hit the floor and then we're going to pop it.",tensor([[0.9379]])
5XSD1NAFaxA_9-8-rgb_front,One thing we can do is make a blue portal here and look out of it.,You can make a blue portal right here and look out of it.,tensor([[0.8794]])
bA53FmWDNPU_7-8-rgb_front,Now that opens up many things for any other plays or players on the field.,Now that opens up a lot of things for other players or plays on the field.,tensor([[0.9465]])
-ayXzLtkpQU_3-8-rgb_front,"If you're using the thumb-on-top grip, basically just use your index finger and trap that line there, or if you're using the index finger on top, you can grab it with that next finger.","If you're using the thumb-on-top grip, basically just use your index finger and catch that line there. If you're using your top finger, you can catch it with your next finger.",tensor([[0.9453]])
Elw15ZJ0fsE_0-8-rgb_front,"Another, more natural option for your Easter basket grass is to get a paper product grass.",Another more natural choice for your Easter basket grass is to buy paper grass.,tensor([[0.9795]])
a3kZdrIq20o_2-8-rgb_front,In this video clip I will be showing you step 1 for installing a smoke detector.,"In this video, I will show you step 1 on how to install a smoke detector.",tensor([[0.9624]])
5c2eJSafE3M_2-5-rgb_front,It'll be a nice fanned out radial pattern.,It will have a nice spread radial pattern.,tensor([[0.9174]])
0tbZoN0v4OE_5-8-rgb_front,"Simply because you know a lot of times you're going to be feeling out the design, and there's nothing wrong with kind of experimenting while you feel it out.","Because you know a lot of times you're going to be feeling the design, and there's nothing wrong with feeling it out while you're doing it.",tensor([[0.8790]])
ErF4IxBJcQY_2-9-rgb_front,Today we're going to discuss the cost of building a rock climbing wall.,Today we will talk about the cost to build a rock climbing wall.,tensor([[0.9501]])
d-cJHsXcKCQ_16-8-rgb_front,"If the wave's moving in like this, you want to paddle perpendicular with the wave.","When the wave is coming in, you should paddle perpendicular to the wave.",tensor([[0.9503]])
EtbvdM_PTy0_3-5-rgb_front,Now with the drain and the vent system those work together.,The drain and the vent system now work together.,tensor([[0.7996]])
10mCoCsahVo_16-8-rgb_front,"It's faster, and we have definitely ridden the wave of technology in this business like everybody else has.","It's faster, and we have ridden the technology wave in this business just like everyone else.",tensor([[0.9599]])
0plX1nykYwE_3-5-rgb_front,"Like I said, they want your attention at all times.","Like I said, they need your attention all the time.",tensor([[0.7535]])
3MXwlCKtSPU_4-5-rgb_front,I don't know if you saw one of mine but we talked about Avon once.,"I don't know if you've seen it, but we talked about Avon once.",tensor([[0.7465]])
-E1QuB_rCYs_1-8-rgb_front,One of the drills you can do to work on your front entries is just called a line up.,One of the things you can do to improve your front entries is called a line up.,tensor([[0.8583]])
-CM5y50t9yg_1-8-rgb_front,This is the first day of your big race.,This is your first big race day.,tensor([[0.8546]])
1cp9sjT_1Tc_3-8-rgb_front,"What we're going to do now, keep the low back flat and we're going to go into a butterfly position.",What we're going to do now is keep the low back flat. We're going to go into a butterfly position.,tensor([[0.9872]])
23LLbhn_Mjg_13-5-rgb_front,And it's important that you place your furniture before you put your pictures up on the wall.,And you should place your furniture before you put your pictures on the wall.,tensor([[0.9475]])
1-QN6nnXLmg_3-5-rgb_front,And I thought I would just point out things like trees.,I would just like to point out things like trees.,tensor([[0.7972]])
47oJoR2BC34_12-8-rgb_front,The other thing is to look at a lot of different types of medical photography out there.,The other thing is to look at many different medical photography available.,tensor([[0.9536]])
BmQrSbUs5e0_7-5-rgb_front,"And I'm going to take the working end of my red rope and it's going to go under, in here.","And I'm going to take my red rope and I'm going to put it under here, in here.",tensor([[0.8488]])
Cm8RAgN4w0A_4-5-rgb_front,"This here is the hoop and it is made out of wood, it can also be made out of metal.",This is the hoop and it is made from wood. It can also be made from metal.,tensor([[0.9679]])
eIOmY6ub-I0_4-5-rgb_front,Mixing it all up good.,Mixing it all up good.,tensor([[1.0000]])
Fi7eWZ_NcJw_3-5-rgb_front,"T-shirt, go to Wal-Mart, any of your local clothing store, find a blank T-shirt.","T-shirt, go to your local clothing store, find a blank T-shirt.",tensor([[0.9921]])
eK4B85cNKOo_11-8-rgb_front,And here's a larger brand of nail trimmers that you could use if you have cats and small dogs.,And here's a bigger brand of nail trimmers that you can use if you have small dogs or cats.,tensor([[0.9933]])
eYwnPtrnsWw_19-8-rgb_front,You can see on here like this you don't get a lot of contrast between light and dark.,"As you can see in this picture, there is not much contrast between light and dark.",tensor([[0.8740]])
1ZReTq9V2RI_2-8-rgb_front,On this end table we're going to be putting a custom covering on the top and we need to figure out how much area this circle is.,On this end table we will be putting a custom cover on the top and we should find out how much space this circle is.,tensor([[0.8950]])
1VHODMDPRbo_16-5-rgb_front,"It is legally binding, but it's all spelled out.","It's legal, but it's all written down.",tensor([[0.6101]])
1W4YokNwUtY_11-5-rgb_front,So you want to keep the line going up all the way to the crown of the head.,So you should keep the line going all the way to the top of your head.,tensor([[0.8111]])
DmM1wHOWDyA_11-5-rgb_front,"If you say punch, you're going to know that your arm is extended above your head.","When you throw a punch, you will know that your arm is raised above your head.",tensor([[0.8363]])
5AlpcMspHX4_0-8-rgb_front,"Hi, I'm Hunter from the Austin Aqua Dome.",My name is Hunter from the Austin Aqua Dome.,tensor([[0.9318]])
0I9Ks-BPfDs_5-5-rgb_front,"So, let me see if I can get it in position here.","So, let's see if we can put it in place here.",tensor([[0.6312]])
BoBx1pDyFog_35-8-rgb_front,You'll notice here that the distance between the rod and my forearm or wrist is 45 degrees.,You will notice that the distance between the rod and my hand is 45 degrees.,tensor([[0.9161]])
414pAs3SDu0_14-5-rgb_front,You see these molds have some fairly fine details in them.,These molds have some pretty good details in them.,tensor([[0.8559]])
0q0Tb41RAhc_10-5-rgb_front,"My name's Jill Weiss, and those are just a few tips on how to throw a curve ball in slow pitch.","My name is Jill Weiss, and these are some tips on how to throw a slow pitch curve ball.",tensor([[0.9136]])
ah-PM4tolJ4_31-5-rgb_front,Make sure all my paint is smooth and simply paint directly on top of my tape.,Make sure all my paint is smooth and just paint straight over my tape.,tensor([[0.9666]])
0t4O9jMywAo_3-11-rgb_front,This shows what stars are up at what time of night.,This will show you what stars are up at night.,tensor([[0.9086]])
ewTRUmG6X3g_1-8-rgb_front,"They go from absolutely large, huge slow snake arms to a little bit smaller.","They go from very large, big slow snake arms to a little bit smaller.",tensor([[0.9950]])
bxzjO0cMUyc_8-8-rgb_front,Obviously the center would look a lot better than if it were on one of the sides.,"Of course, the center would look better if it were on one of the sides.",tensor([[0.9465]])
0Ft9bREx_G0_0-8-rgb_front,Now we're going to be talking about contraindications for hot stone massage.,We will now discuss the contraindications for hot stone massage.,tensor([[0.8662]])
4CIAc6TPZ8o_4-3-rgb_front,And I'd say go ahead and keep rolling these until you have a small handful.,And I would tell you to keep rolling them until you have a small handful.,tensor([[0.9232]])
0wf7V55xjvQ_16-8-rgb_front,You go to the bathroom; while you're washing your hands go ahead and wash up here too.,"You go to the bathroom. While you're doing that, wash your hands here as well.",tensor([[0.9312]])
0ymOkVCAqT4_8-5-rgb_front,And it's sort of back to that Holga being a one-trick pony sort of thing.,And it's kind of like that Holga being a one-trick pony kind of thing.,tensor([[0.8932]])
1mwoIGLRHck_3-11-rgb_front,"You just put the glue, a little more glue and place you're punched out design there.","You just put the glue, a little bit more glue and place the design there.",tensor([[0.9391]])
1fdMM1LuAsY_11-8-rgb_front,"With a five millimeter allen key, you can actually adjust the pull right at the brake caliper itself.","With a five millimeter key, you can actually change the pull directly on the caliper.",tensor([[0.8509]])
Ecvmz6alyBg_7-8-rgb_front,"So, you want to choose direct shampoo, depending on the quality of your hair, the texture of their hair and the kind of hair that you have.","So, you want to choose direct shampoo, depending on the kind of hair you have, the quality of your hair and the texture of your hair.",tensor([[0.9378]])
0wahXwItLRY_2-8-rgb_front,"Class A normal everyday combustible like wood, paper and cloth.","Class A common everyday materials like wood, paper and cloth.",tensor([[0.6867]])
21BHzn_li1s_2-5-rgb_front,"You can put a dresser, which is the long dresser.","You can put a long dresser, the long dresser.",tensor([[0.8649]])
1__H9MDl590_6-8-rgb_front,"So, again, it just comes with experimenting and knowing your tools, and you can have a lot of fun with it.","So, again, it's just about learning and knowing your tools, and you can have a lot of fun with it.",tensor([[0.8683]])
C1qblYh-23I_8-5-rgb_front,Keep rolling it out and rolling it out.,Keep going and keep rolling it out.,tensor([[0.9169]])
EoDKNZoD2-o_11-8-rgb_front,"If you use a harder wood, maybe one coat of primer, one coat of paint will suffice.","If you use a hard wood, maybe one coat of paint, one coat of primer is enough.",tensor([[0.8945]])
1NsGTF3dlIo_12-8-rgb_front,"Once again, you can go ahead and just wrap one of these up and save it for later, or go ahead and squeeze them both now.","Once again, you can either wrap one of them up and save it for later, or you can squeeze them both together.",tensor([[0.8981]])
bFaFfad7uCs_10-8-rgb_front,"Any kind of fussing or fidgeting, get your treats out, coax him with you.","Any kind of fussing or fidgeting, bring him out with you, give him treats.",tensor([[0.9065]])
2_kMUAuFTXU_3-3-rgb_front,"Because, I have my drawing as almost a rollover style.",Because my design is almost a rollover style.,tensor([[0.8377]])
07n9gNTlVdI_11-5-rgb_front,That's when it's a great time to break out this hand planer and just hit the stringer alone.,That's when it's a good time to use this hand planer and simply hit the stringer alone.,tensor([[0.9500]])
-8tIt1vEinQ_20-8-rgb_front,"You just got to remember that, don't be afraid to put colors together.","You just need to remember, don't be afraid to put colors together.",tensor([[0.9636]])
0qVx3q_poVg_2-5-rgb_front,"I love garlic and everything, heck I'll put garlic in my cereal if I could.",I love garlic and everything. I would put garlic in my food if I could.,tensor([[0.9151]])
-1fUFbij2s0_30-5-rgb_front,"You might, you might go from coarse to fine just to refine your edge.",You could go from fine to coarse just to improve your edge.,tensor([[0.8771]])
3BMKbpgned0_6-3-rgb_front,"Now I'll take my scoring tool again, and score the top of the knob.",Now I will take my scoring tool and score the top of the stick.,tensor([[0.6889]])
1qMpH_7FL68_22-8-rgb_front,"So whatever you say on those fits of anger, it's there, it's gone.","So no matter what you say about anger, it's there, it's gone.",tensor([[0.7922]])
Dq8zmP6p_J4_11-8-rgb_front,"You also want to make sure that along with all your decorative scissors, you have just a regular pair of scissors for any other cutting you might want to do.","You should also make sure that with all your decorative scissors, you have just a normal pair of scissors for any other cutting you might need to do.",tensor([[0.9799]])
14ZYG0hU6G8_7-8-rgb_front,Which is a very thick conditioner that will help fill in any dry areas of her hair.,This is a very thick conditioner that will help fill in your hair's dry areas.,tensor([[0.7227]])
3Uu9_GGILmc_0-5-rgb_front,Now we're going to do a natural smokey crease.,We will now do a natural smokey line.,tensor([[0.7564]])
1d1uWUUHJZQ_5-3-rgb_front,So thise little practice is for people who are heavier who donât feel they can come into a class and feel comfortable.,So this little exercise is for people who are heavier who donât feel they can come into a class and feel at ease.,tensor([[0.8595]])
4YRehZfsLDY_1-5-rgb_front,We're to that stage right now where we want to talk about the all important waxing of the vehicle.,We're to that point right now where we need to talk about the essential waxing of the car.,tensor([[0.9315]])
1ypYKgSPHkA_4-8-rgb_front,"If my opponent had scored a touch, it would count, as long as it had happened immediately after I had stepped over the edge.","If my opponent had scored a touch, it would count, as long as I had stepped over the edge immediately.",tensor([[0.9894]])
FqtRy8RJa7E_7-3-rgb_front,"An Ace is worth one, it needs a queen which is worth twelve.","An Ace is worth one, and a queen is worth twelve.",tensor([[0.9457]])
eYwnPtrnsWw_24-8-rgb_front,Instead of just being a straight line I wanted to show the kinky texture of his hair by drawing rounded lines.,"Instead of just a straight line, I wanted to show his hair's different texture with rounded lines.",tensor([[0.9286]])
2JpUMNLreN4_6-5-rgb_front,Now my bucket's ready for clean water for my next throwing.,The bucket is now ready for my next throwing.,tensor([[0.8338]])
EFaag-4WI58_5-2-rgb_front,There are regular number cards which is the basic card that you are going to have and then there are special cards that change the turn order.,There are regular number cards which is the basic card that you will have. Then there are special cards that change the order of play.,tensor([[0.9423]])
1LgVgklOYCQ_21-5-rgb_front,"You were really trying to make a good impression and trying to say, ""I'm not a nervous person.","You were really trying to make a good impression. You were like, 'I'm not a nervous person.'",tensor([[0.9731]])
-eryXkkckv8_10-5-rgb_front,We're just going to raise the leg and hold it for a 30-second count.,We will simply raise the leg and hold it for a 30-second count.,tensor([[0.9343]])
1DGKsqNpFqs_7-5-rgb_front,"Start on the side, the far side of the rectangle.","Start on the far side, the rectangle side.",tensor([[0.9384]])
-8EJ9aomFAc_6-8-rgb_front,"And again, it's a great recyclable craft if you have birthday party paper from a child's birthday.","And again, it's a great recyclable craft if you have a child's birthday party paper.",tensor([[0.9871]])
-dNt6nmRfFE_1-5-rgb_front,Let's go ahead and taking the hands by your side and stretching one side at a time we'll start with the right side inhaling up with the right arm.,Let's start with the hands by your side and stretch one side at a time. We'll start with the right side and inhale with the right arm.,tensor([[0.9242]])
Dq8zmP6p_J4_6-8-rgb_front,That way you can just dump them all in there and dig through them as you need them.,This way you can just put everything in there and dig through them as you need.,tensor([[0.9008]])
10om04b2LIw_5-8-rgb_front,"And also in my mind, flies are not the nicest of creatures.","And in my opinion, flies are not the nicest animals.",tensor([[0.9167]])
1Rvc-TbUBJ0_13-5-rgb_front,"Do you to see where it is sealed on before, that's the outboard pad that applies just to that.","Would you like to see where it's sealed before, that's the outboard pad just for that.",tensor([[0.8459]])
EiJtSpDvqOo_2-4-rgb_front,If you have naturally curly or wavy hair what that is is due to the protein bonds that your hair is actually made out of.,"If you have naturally curly or wavy hair, this is because of the protein bonds that make up your hair.",tensor([[0.9600]])
06bQ_DxQGJU_4-5-rgb_front,"So Ken is going to demonstrate how to serve or turn the serve down the line, okay again.","So Ken is going to show you how to serve or turn the serve down the line, okay?",tensor([[0.9146]])
-c_OoOsTigw_9-5-rgb_front,"We're going to try to definitely avoid having to put on two coats here, because you don't have to do a lot of the detail work which can make the paint smear.",We're going to try to avoid having to put on two coats here because it's not necessary to do a lot of detail work to make the paint smear.,tensor([[0.9286]])
BWwv9mrgdVU_6-5-rgb_front,Now you also want to take into account the pattern.,You should also take into account the pattern.,tensor([[0.9205]])
C_WfqBPxfJg_6-5-rgb_front,Take a few more breaths.,Just take a few breaths.,tensor([[0.9199]])
1yq7yP8Dda8_6-8-rgb_front,Make sure your shower is maybe luke warm because it's just going to irritate the skin.,Make sure your shower is not too hot because it will irritate your skin.,tensor([[0.9536]])
15HbVwQP1Qw_4-5-rgb_front,"Oh sure, yeah you can steam your own skin at home.",You can actually steam your own skin at home.,tensor([[0.9341]])
1kMlu1Z5DWM_2-8-rgb_front,"Okay, now also we'll look at the scoreboard and you'll get a spare.","Okay, now we're going to look at the scoreboard and get a spare.",tensor([[0.9456]])
eSzXQQUgH1A_8-5-rgb_front,"You ask me the question, I think about it, I respond.","You ask me a question, I think about it. I answer it.",tensor([[0.8908]])
-a9uCz7Bo5E_0-8-rgb_front,Hi I'm Jay French from jayfrenchstudios.com and I'm going to teach you how to draw a dragon.,I'm Jay French from jayfrenchstudios.com and I'm going to show you how to draw a cat.,tensor([[0.6157]])
Bt24OQG3gHA_2-3-rgb_front,"The reason why they're there is to go ahead and indicate that the wall is coming up, to spare you any sort of injury to your head and your fingers.","The reason they are there is to show you that the wall is coming up, so that you do not get any damage to your head and your fingers.",tensor([[0.9485]])
br-gJiD-YfA_5-5-rgb_front,It's very important to buy a tractor that's equipped with an OSHA certified roll-over protection structure.,It's important to purchase a tractor with an OSHA certified roll-over protection system.,tensor([[0.9704]])
2LmjgQZmc64_14-8-rgb_front,"It's very inexpensive, just throw it away if you're unsure and get more.","It's very cheap, just throw it away if you don't know and get more.",tensor([[0.8370]])
EYEw-9w4dRI_9-3-rgb_front,"All you need to do is just run the blade of the knife around the back, and just pull it right out and just rinse it and youâll be fine.","All you need to do is just run the knife around the back, and just pull it right out, and you'll be good to go.",tensor([[0.7755]])
-avT5MztdU0_2-8-rgb_front,You can do this with your knees raised to your chest or with your body flat.,This can be done either with your knees up or with your body flat.,tensor([[0.9523]])
1EidpMNIaJE_8-5-rgb_front,"Give it a lime, and you've got a nice summer beer to enjoy.",Give it a lime and you'll have a good summer beer.,tensor([[0.9871]])
13yrKJ6yOPQ_14-8-rgb_front,"So if you look at the body as a triangle this way, we're pointing, punching toward the center of the body.","If you look at the body as a triangle, we're going to point and push the center of the body.",tensor([[0.7897]])
1eA1cI1yI7w_15-8-rgb_front,"So, you're going to want to keep an eye on it and make sure that it comes up to the appropriate level.","So, you're going to want to keep an eye on it and make sure it's at the right level.",tensor([[0.9485]])
bVR-LN22vWk_5-8-rgb_front,"So for instance these, this tapestry and this pillow, I had at my old apartment, but I don't have space for it at this apartment.","For example, this tapestry and this pillow, I had in my old house, but I don't have room for it in this house.",tensor([[0.9160]])
EP6wVTJ7yjk_4-5-rgb_front,This would be your heel strap and toe strap.,These are the heel and toe strap.,tensor([[0.8833]])
CnD-hSIeaMg_10-8-rgb_front,"Now, the way I throw it, there are multiple techniques for throwing back crosses.","Now, the way I throw it, there are many different ways to throw it.",tensor([[0.7121]])
aa3nSACjDQM_7-5-rgb_front,They are found throughout the waters in the Caribbean and the tropical Atlantic ocean.,They can be found all over the Caribbean Sea and in the tropical Atlantic Ocean.,tensor([[0.9685]])
